"LeftTag","RightTag","DataType","Month","Day","Year","Ranch","Part","Recapture","Sex","EstAge","KnownAgeAdj","AdjWt","geometry.x","Ges","TrdTri","Apr","Fawn","FstMon","Sept","Lac","PGes","PTrdTri","PApr","PFawn","PFstMon","PSept","PLac","ranch","MassKg"
120,"121","Capture",10,25,2011,"SR",NA,"NO","F",1.5,1.5,83,"c(616683.3908",92.9324784263445,92.9324784263445,0,56.3573176752252,2.42545141838491,20.4960510879755,45.4012951913755,411.514953492209,300.069201320409,111.445752171799,227.923258999071,17.2456797153573,267.987556006818,293.412760342704,"SR",37.648136
127,"126","Capture",10,25,2011,"SR",NA,"NO","M",1.5,1.5,107,"c(613030.2552",85.0903910063207,85.0903910063207,0,50.3722349889576,2.65002467483282,22.2897467599251,47.7438220293261,450.805699218879,327.851800050586,122.953899168293,250.714329933514,18.7155978919473,280.421391040087,307.197296598693,"SR",48.534344
136,"137","Capture",10,25,2011,"SR",NA,"NO","F",1.5,1.5,78,"c(612961.5356",80.2447478873655,80.2447478873655,0,46.3955907160416,3.18710087053478,23.8884923835285,53.4541559428908,485.893496591365,354.704343020916,131.189153570449,277.640860225074,23.490216162987,290.619983375073,321.240493084304,"SR",35.380176
148,"149","Capture",10,25,2011,"SR",NA,"NO","F",1.5,1.5,74,"c(612977.9618",80.2447478873655,80.2447478873655,0,46.3955907160416,3.18710087053478,23.8884923835285,53.4541559428908,485.893496591365,354.704343020916,131.189153570449,277.640860225074,23.490216162987,290.619983375073,321.240493084304,"SR",33.565808
150,"151","Capture",10,25,2011,"SR",NA,"NO","F",1.5,1.5,79,"c(611515.3521",80.2447478873655,80.2447478873655,0,46.3955907160416,3.18710087053478,23.8884923835285,53.4541559428908,485.893496591365,354.704343020916,131.189153570449,277.640860225074,23.490216162987,290.619983375073,321.240493084304,"SR",35.833768
162,"163","Capture",10,25,2011,"SR",NA,"NO","M",1.5,1.5,100,"c(612016.1933",80.2447478873655,80.2447478873655,0,46.3955907160416,3.18710087053478,23.8884923835285,53.4541559428908,485.893496591365,354.704343020916,131.189153570449,277.640860225074,23.490216162987,290.619983375073,321.240493084304,"SR",45.3592
166,"1712","Capture",10,27,2012,"SR",NA,"YES","M",1.5,1.5,82,"c(613655.9477",118.521762154996,76.6806376129389,42.2833331301809,76.5305508058519,16.5696928333491,91.4279339164495,152.63233889034,81.2299394633738,81.2160153648001,0.0139240985736251,44.0654263815959,2.53950530290604,20.1673335433006,50.1311650276184,"SR",37.194544
172,"173","Capture",10,25,2011,"SR",NA,"NO","M",1.5,1.5,93,"c(611515.3521",80.2447478873655,80.2447478873655,0,46.3955907160416,3.18710087053478,23.8884923835285,53.4541559428908,485.893496591365,354.704343020916,131.189153570449,277.640860225074,23.490216162987,290.619983375073,321.240493084304,"SR",42.184056
174,"175","Capture",10,25,2011,"SR",NA,"NO","M",1.5,1.5,99,"c(611515.3521",80.2447478873655,80.2447478873655,0,46.3955907160416,3.18710087053478,23.8884923835285,53.4541559428908,485.893496591365,354.704343020916,131.189153570449,277.640860225074,23.490216162987,290.619983375073,321.240493084304,"SR",44.905608
176,"177","Capture",10,25,2011,"SR",NA,"NO","F",1.5,1.5,68,"c(611515.3521",80.2447478873655,80.2447478873655,0,46.3955907160416,3.18710087053478,23.8884923835285,53.4541559428908,485.893496591365,354.704343020916,131.189153570449,277.640860225074,23.490216162987,290.619983375073,321.240493084304,"SR",30.844256
190,".","Capture",10,25,2011,"SR",NA,"NO","M",1.5,1.5,72,"c(609846.7414",78.6246858470258,78.6246858470258,0,48.3124727565009,3.4084607387922,27.0632737539709,52.343067108377,489.815968746319,358.359974181279,131.45599456504,271.195112175308,27.5524992020801,277.649595201015,311.867798126303,"SR",32.658624
195,"196","Capture",10,25,2011,"SR",NA,"NO","M",1.5,1.5,80,"c(613694.9532",81.2299394633738,81.2160153648001,0.0139240985736251,44.0654263815959,2.53950530290604,20.1673335433006,50.1311650276184,477.418267355999,355.189898643643,122.228368712356,282.469410896301,19.1147399805486,301.527235955,329.490765895694,"SR",36.28736
237,"238","Capture",10,26,2011,"BV",NA,"NO","M",1.5,1.5,65,"c(551068.1163",104.515766680241,104.515766680241,0,92.6590798646211,7.41320945322514,27.1171516184768,53.9783182736101,379.359378896654,261.004682265222,118.354696631432,233.171423354186,44.0104586351663,181.719800046645,228.808884523809,"BV",29.48348
241,"242","Capture",10,26,2011,"BV",NA,"NO","M",1.5,1.5,71,"c(551116.6692",104.515766680241,104.515766680241,0,92.6590798646211,7.41320945322514,27.1171516184768,53.9783182736101,379.359378896654,261.004682265222,118.354696631432,233.171423354186,44.0104586351663,181.719800046645,228.808884523809,"BV",32.205032
243,"244","Capture",10,26,2011,"BV",NA,"NO","M",1.5,1.5,78,"c(551531.6212",104.515766680241,104.515766680241,0,92.6590798646211,7.41320945322514,27.1171516184768,53.9783182736101,379.359378896654,261.004682265222,118.354696631432,233.171423354186,44.0104586351663,181.719800046645,228.808884523809,"BV",35.380176
249,"250","Capture",10,26,2011,"BV",NA,"NO","M",1.5,1.5,92,"c(551331.8354",104.515766680241,104.515766680241,0,92.6590798646211,7.41320945322514,27.1171516184768,53.9783182736101,379.359378896654,261.004682265222,118.354696631432,233.171423354186,44.0104586351663,181.719800046645,228.808884523809,"BV",41.730464
294,"1778","Capture",11,13,2015,"BV",NA,"YES","F",1.5,1.5,90,"c(553012.9989",330.930449408421,206.725659303309,125.327493657358,87.7054041022202,0.020163893699646,44.8438358660787,59.7374459262937,82.858095722273,80.0426125247031,2.81548319756985,97.7766418457032,63.400978922844,216.173154156597,298.196022300166,"BV",40.82328
325,"326","Capture",10,26,2011,"BV",NA,"NO","M",1.5,1.5,94,"c(554912.3208",120.20507222414,120.20507222414,0,103.794618447835,5.19674613099778,31.7245959225112,66.6973856324913,367.556068803426,252.12491613185,115.431152671576,223.919053710308,42.5718470215797,184.782134145498,230.340169031173,"BV",42.637648
376,"375","Capture",10,27,2011,"BV",NA,"NO","M",1.5,1.5,57,"c(556632.6228",134.06556135416,134.06556135416,0,117.024879771052,4.6625690634828,33.9443222866393,72.7078187440056,366.382469948257,248.329157467808,118.05331248045,211.289319768424,36.7107554078102,189.813700206578,229.799509830773,"BV",25.854744
403,"404","Capture",10,27,2011,"BV",NA,"NO","M",1.5,1.5,75,"c(556408.1616",134.06556135416,134.06556135416,0,117.024879771052,4.6625690634828,33.9443222866393,72.7078187440056,366.382469948257,248.329157467808,118.05331248045,211.289319768424,36.7107554078102,189.813700206578,229.799509830773,"BV",34.0194
418,"419","Capture",10,27,2011,"BV",NA,"NO","F",1.5,1.5,61,"c(556408.1616",134.06556135416,134.06556135416,0,117.024879771052,4.6625690634828,33.9443222866393,72.7078187440056,366.382469948257,248.329157467808,118.05331248045,211.289319768424,36.7107554078102,189.813700206578,229.799509830773,"BV",27.669112
431,"430","Capture",10,27,2011,"BV",NA,"NO","M",1.5,1.5,64,"c(554966.2364",112.786956012249,112.786956012249,0,96.8990159328095,5.42024287534878,27.9534186124802,60.8637455450371,367.522679054295,257.370139711653,110.152539342642,222.992179699242,39.5708024203778,177.9156575948,220.528168955818,"BV",29.029888
443,"444","Capture",10,27,2011,"BV",NA,"NO","F",1.5,1.5,65,"c(554966.2364",112.786956012249,112.786956012249,0,96.8990159328095,5.42024287534878,27.9534186124802,60.8637455450371,367.522679054295,257.370139711653,110.152539342642,222.992179699242,39.5708024203778,177.9156575948,220.528168955818,"BV",29.48348
483,"484","Capture",10,27,2011,"BV",NA,"NO","M",1.5,1.5,77,"c(554371.5509",116.615077018738,116.615077018738,0,102.176947913133,5.55113252159208,30.7905588429421,67.771826912649,374.831031676208,252.940229799424,121.890801876783,225.123250821431,46.7417204678059,185.086589396,234.937820820138,"BV",34.926584
505,"506","Capture",10,27,2011,"BV",NA,"NO","F",1.5,1.5,69,"c(556383.4284",134.06556135416,134.06556135416,0,117.024879771052,4.6625690634828,33.9443222866393,72.7078187440056,366.382469948257,248.329157467808,118.05331248045,211.289319768424,36.7107554078102,189.813700206578,229.799509830773,"BV",31.297848
513,"514","Capture",10,27,2011,"BV",NA,"NO","F",1.5,1.5,62,"c(553381.372",107.465610027313,107.465610027313,0,94.4946579150856,6.4128851108253,28.8276108856953,62.1375390358444,378.739879459143,257.285284608603,121.45459485054,230.202855949989,48.0834793660324,183.024046279606,234.143783910084,"BV",28.122704
515,"516","Capture",10,27,2011,"BV",NA,"NO","F",1.5,1.5,69,"c(553381.372",107.465610027313,107.465610027313,0,94.4946579150856,6.4128851108253,28.8276108856953,62.1375390358444,378.739879459143,257.285284608603,121.45459485054,230.202855949989,48.0834793660324,183.024046279606,234.143783910084,"BV",31.297848
1126,"1127","Capture",11,21,2011,"ES",NA,"NO","F",1.5,1.5,70,"c(654725.0766",153.364990553819,153.364990553819,0,122.53650959488,3.36313033103943,24.0324073467054,72.4204350296059,377.151381139643,287.201456793584,89.9499243460595,255.43578092449,41.5278025602237,295.388423115015,339.667623821391,"ES",31.75144
1128,"1129","Capture",11,22,2011,"ES",NA,"NO","M",1.5,1.5,70,"c(654725.0766",153.364990553819,153.364990553819,0,122.53650959488,3.36313033103943,24.0324073467054,72.4204350296059,377.151381139643,287.201456793584,89.9499243460595,255.43578092449,41.5278025602237,295.388423115015,339.667623821391,"ES",31.75144
1133,"1134","Capture",11,21,2011,"ES",NA,"NO","F",1.5,1.5,82,"c(654642.7756",145.600360897894,145.600360897894,0,113.516821173544,3.75374245643616,19.5836785859428,70.2630372843705,378.672480834182,285.79524264438,92.8772381898015,255.52596879928,42.7728838048934,287.264414191246,333.184354098892,"ES",37.194544
1135,"1136","Capture",11,21,2011,"ES",NA,"NO","M",1.5,1.5,81,"c(654642.7756",145.600360897894,145.600360897894,0,113.516821173544,3.75374245643616,19.5836785859428,70.2630372843705,378.672480834182,285.79524264438,92.8772381898015,255.52596879928,42.7728838048934,287.264414191246,333.184354098892,"ES",36.740952
1147,"1148","Capture",11,21,2011,"ES",NA,"NO","F",1.5,1.5,63,"c(654461.6895",145.600360897894,145.600360897894,0,113.516821173544,3.75374245643616,19.5836785859428,70.2630372843705,378.672480834182,285.79524264438,92.8772381898015,255.52596879928,42.7728838048934,287.264414191246,333.184354098892,"ES",28.576296
1171,"1172","Capture",11,21,2011,"ES",NA,"NO","F",1.5,1.5,59,"c(654588.5417",145.600360897894,145.600360897894,0,113.516821173544,3.75374245643616,19.5836785859428,70.2630372843705,378.672480834182,285.79524264438,92.8772381898015,255.52596879928,42.7728838048934,287.264414191246,333.184354098892,"ES",26.761928
1219,"1220","Capture",11,21,2011,"ES",NA,"NO","M",1.5,1.5,78,"c(653653.8317",157.682842800627,157.682842800627,0,126.532926991815,4.00527275167405,21.6016949554905,84.3092966900731,392.860239047645,302.168865684508,90.6913733631372,258.164755491249,38.7158550402091,278.585240602028,320.66986471237,"ES",35.380176
1228,"1229","Capture",11,21,2011,"ES",NA,"NO","F",1.5,1.5,69,"c(653653.8317",157.682842800627,157.682842800627,0,126.532926991815,4.00527275167405,21.6016949554905,84.3092966900731,392.860239047645,302.168865684508,90.6913733631372,258.164755491249,38.7158550402091,278.585240602028,320.66986471237,"ES",31.297848
1230,"1231","Capture",11,21,2011,"ES",NA,"NO","M",1.5,1.5,72,"c(653653.8317",157.682842800627,157.682842800627,0,126.532926991815,4.00527275167405,21.6016949554905,84.3092966900731,392.860239047645,302.168865684508,90.6913733631372,258.164755491249,38.7158550402091,278.585240602028,320.66986471237,"ES",32.658624
1269,"1270","Capture",11,10,2012,"ES",NA,"YES","F",1.5,1.5,80,"c(653277.4817",152.599934731843,114.182358538033,38.4175761938095,78.4597406172251,6.46106199212954,78.5263329790905,122.92443111274,150.624083840114,150.624083840114,0,117.113893250003,4.42137183359592,18.7278709327802,80.3578244747478,"ES",36.28736
1279,"1280","Capture",11,21,2011,"ES",NA,"NO","F",1.5,1.5,65,"c(654244.0517",145.600360897894,145.600360897894,0,113.516821173544,3.75374245643616,19.5836785859428,70.2630372843705,378.672480834182,285.79524264438,92.8772381898015,255.52596879928,42.7728838048934,287.264414191246,333.184354098892,"ES",29.48348
1291,"1292","Capture",11,21,2011,"ES",NA,"NO","F",1.5,1.5,68,"c(654244.0517",145.600360897894,145.600360897894,0,113.516821173544,3.75374245643616,19.5836785859428,70.2630372843705,378.672480834182,285.79524264438,92.8772381898015,255.52596879928,42.7728838048934,287.264414191246,333.184354098892,"ES",30.844256
1293,"1294","Capture",11,9,2012,"ES",NA,"YES","M",1.5,1.5,70,"c(654135.3114",135.041122113747,109.725691983884,25.3154301298636,70.4887234475464,3.52829301543534,79.9649023488164,118.834703038097,145.600360897894,145.600360897894,0,113.516821173544,3.75374245643616,19.5836785859428,70.2630372843705,"ES",31.75144
1317,"1318","Capture",11,21,2011,"ES",NA,"NO","M",1.5,1.5,83,"c(650930.7354",198.740890529007,198.740890529007,0,172.342339348048,4.15856818854808,27.7268043163931,99.5870914405968,418.602505983842,325.966153377725,92.6363526061177,263.765444724649,33.6858532389197,273.712219912093,311.548775795152,"ES",37.648136
1319,"1321","Capture",11,21,2011,"ES",NA,"NO","M",1.5,1.5,87,"c(649751.4693",198.740890529007,198.740890529007,0,172.342339348048,4.15856818854808,27.7268043163931,99.5870914405968,418.602505983842,325.966153377725,92.6363526061177,263.765444724649,33.6858532389197,273.712219912093,311.548775795152,"ES",39.462504
1322,"1323","Capture",11,21,2011,"ES",NA,"NO","F",1.5,1.5,91,"c(649751.4693",198.740890529007,198.740890529007,0,172.342339348048,4.15856818854808,27.7268043163931,99.5870914405968,418.602505983842,325.966153377725,92.6363526061177,263.765444724649,33.6858532389197,273.712219912093,311.548775795152,"ES",41.276872
1337,"1336","Capture",11,21,2011,"ES",NA,"NO","M",1.5,1.5,98,"c(651872.0994",196.663512756044,196.663512756044,0,164.659164179975,3.40027445554733,21.9724420827915,79.729871265321,395.559440597856,303.282747083307,92.2766935145483,256.901050171961,35.4587739109993,302.266660250589,340.593948564772,"ES",44.452016
1338,"1339","Capture",11,22,2011,"ES",NA,"NO","M",1.5,1.5,83,"c(652227.0329",196.663512756044,196.663512756044,0,164.659164179975,3.40027445554733,21.9724420827915,79.729871265321,395.559440597856,303.282747083307,92.2766935145483,256.901050171961,35.4587739109993,302.266660250589,340.593948564772,"ES",37.648136
1343,"1344","Capture",11,10,2012,"ES",NA,"YES","F",1.5,1.5,79,"c(652143.0796",152.599934731843,114.182358538033,38.4175761938095,78.4597406172251,6.46106199212954,78.5263329790905,122.92443111274,150.624083840114,150.624083840114,0,117.113893250003,4.42137183359592,18.7278709327802,80.3578244747478,"ES",35.833768
1361,"1362","Capture",11,22,2011,"ES",NA,"NO","F",1.5,1.5,74,"c(652227.0329",196.663512756044,196.663512756044,0,164.659164179975,3.40027445554733,21.9724420827915,79.729871265321,395.559440597856,303.282747083307,92.2766935145483,256.901050171961,35.4587739109993,302.266660250589,340.593948564772,"ES",33.565808
1365,"1366","Capture",11,22,2011,"ES",NA,"NO","F",1.5,1.5,72,"c(650798.7707",172.194387896277,172.194387896277,0,140.193456023757,4.72691236576066,19.1967897806317,92.8538635331206,422.525321736932,332.000883489847,90.5244382470846,264.599063256523,36.9209160560277,268.585253151396,309.44649804759,"ES",32.658624
1403,"1404","Capture",11,22,2011,"ES",NA,"NO","F",1.5,1.5,62,"c(647727.3974",193.959983868292,193.959983868292,0,162.410995916231,5.0856201974675,18.9836568832398,99.6227892106399,453.036995427822,361.556131692742,91.4808637350798,275.559956014855,35.0852349216584,261.14312599611,301.115485694609,"ES",28.122704
1411,"1412","Capture",11,22,2011,"ES",NA,"NO","F",1.5,1.5,82,"c(647727.3974",193.959983868292,193.959983868292,0,162.410995916231,5.0856201974675,18.9836568832398,99.6227892106399,453.036995427822,361.556131692742,91.4808637350798,275.559956014855,35.0852349216584,261.14312599611,301.115485694609,"ES",37.194544
1414,"1415","Capture",11,22,2011,"ES",NA,"NO","M",1.5,1.5,79,"c(647727.3974",193.959983868292,193.959983868292,0,162.410995916231,5.0856201974675,18.9836568832398,99.6227892106399,453.036995427822,361.556131692742,91.4808637350798,275.559956014855,35.0852349216584,261.14312599611,301.115485694609,"ES",35.833768
1426,"1427","Capture",11,22,2011,"ES",NA,"NO","M",1.5,1.5,85,"c(647008.5002",215.936333716847,215.936333716847,0,183.697909631766,5.49679609015584,18.0653658434749,100.370798153803,488.042515749403,393.310419256159,94.7320964932442,289.212224436924,34.0596384461969,256.532585444394,296.913594373036,"ES",38.55532
1428,"1429","Capture",11,22,2011,"ES",NA,"NO","F",1.5,1.5,61,"c(647727.3974",193.959983868292,193.959983868292,0,162.410995916231,5.0856201974675,18.9836568832398,99.6227892106399,453.036995427822,361.556131692742,91.4808637350798,275.559956014855,35.0852349216584,261.14312599611,301.115485694609,"ES",27.669112
1446,"1447","Capture",11,22,2011,"ES",NA,"NO","M",1.5,1.5,71,"c(647008.5002",215.936333716847,215.936333716847,0,183.697909631766,5.49679609015584,18.0653658434749,100.370798153803,488.042515749403,393.310419256159,94.7320964932442,289.212224436924,34.0596384461969,256.532585444394,296.913594373036,"ES",32.205032
1452,"1453","Capture",11,22,2011,"ES",NA,"NO","F",1.5,1.5,82,"c(647783.0991",193.959983868292,193.959983868292,0,162.410995916231,5.0856201974675,18.9836568832398,99.6227892106399,453.036995427822,361.556131692742,91.4808637350798,275.559956014855,35.0852349216584,261.14312599611,301.115485694609,"ES",37.194544
1454,"1455","Capture",11,22,2011,"ES",NA,"NO","M",1.5,1.5,98,"c(646347.4822",215.936333716847,215.936333716847,0,183.697909631766,5.49679609015584,18.0653658434749,100.370798153803,488.042515749403,393.310419256159,94.7320964932442,289.212224436924,34.0596384461969,256.532585444394,296.913594373036,"ES",44.452016
1460,"1461","Capture",11,22,2011,"ES",NA,"NO","F",1.5,1.5,72,"c(646347.4822",215.936333716847,215.936333716847,0,183.697909631766,5.49679609015584,18.0653658434749,100.370798153803,488.042515749403,393.310419256159,94.7320964932442,289.212224436924,34.0596384461969,256.532585444394,296.913594373036,"ES",32.658624
1496,".","Capture",11,22,2011,"ES",NA,"NO","M",1.5,1.5,74,"c(648009.5769",193.959983868292,193.959983868292,0,162.410995916231,5.0856201974675,18.9836568832398,99.6227892106399,453.036995427822,361.556131692742,91.4808637350798,275.559956014855,35.0852349216584,261.14312599611,301.115485694609,"ES",33.565808
1512,"1513","Capture",11,22,2011,"ES",NA,"NO","M",1.5,1.5,71,"c(649378.3545",186.883728793051,186.883728793051,0,150.945787043936,5.43053286429494,19.9509881138802,91.2087269793265,448.526499310043,360.183514089789,88.3429852202535,277.521818478359,40.0258744198363,280.993320069101,325.526215618069,"ES",32.205032
1520,"1521","Capture",11,22,2011,"ES",NA,"NO","F",1.5,1.5,64,"c(649378.3545",186.883728793051,186.883728793051,0,150.945787043936,5.43053286429494,19.9509881138802,91.2087269793265,448.526499310043,360.183514089789,88.3429852202535,277.521818478359,40.0258744198363,280.993320069101,325.526215618069,"ES",29.029888
1541,"1542","Capture",10,26,2012,"SR",NA,"NO","F",1.5,1.5,74,"c(615601.3567",132.763680909178,74.1969370584703,58.5671854054963,50.1975992218359,16.0712269439828,92.7584982514382,131.41745013441,92.9324784263445,92.9324784263445,0,56.3573176752252,2.42545141838491,20.4960510879755,45.4012951913755,"SR",33.565808
1593,"1594","Capture",10,26,2012,"SR",NA,"NO","F",1.5,1.5,64,"c(616251.937",123.978828072548,74.8217190504075,49.265646405518,60.0105324909091,14.4596591107547,91.7588023394347,139.489427965134,86.1455581714399,86.1455581714399,0,48.1637744866312,2.02269584266469,18.4881170988083,45.5309201697819,"SR",29.029888
1635,"1636","Capture",10,27,2012,"SR",NA,"NO","F",1.5,1.5,68,"c(612910.2023",117.676730085164,78.0284362919628,40.1139960885047,89.0849505327641,20.3979521282017,91.5092645734548,160.1314582536,79.6346637283496,79.6319066160868,0.00275711226277053,43.9932931843723,3.34653676580637,23.0388676747679,55.3969692168757,"SR",30.844256
1685,"1686","Capture",10,27,2012,"SR",NA,"NO","F",1.5,1.5,59,"c(612878.6197",127.715530070476,77.3643638743088,50.4386084973813,67.5227862151806,21.1709461056162,96.8215952664614,146.804637541296,81.344070000574,81.344070000574,0,49.1272723730654,3.07083665579557,24.7803401676938,50.7812045356258,"SR",26.761928
1689,"1690","Capture",10,27,2012,"SR",NA,"NO","M",1.5,1.5,64,"c(614047.2203",126.495137740858,75.1880217576399,51.3746346645057,59.4131626259768,17.888875047327,94.5274667739868,141.325550826848,85.0903910063207,85.0903910063207,0,50.3722349889576,2.65002467483282,22.2897467599251,47.7438220293261,"SR",29.029888
1695,"1696","Capture",10,25,2013,"SR",NA,"YES","F",1.5,1.5,75,"c(612904.9923",187.481019222993,130.80526956718,57.1812175475061,60.6234544868348,48.3607344850897,224.754722700687,316.827566617401,121.94066233933,77.7930020093917,44.3488245457411,78.8108820882626,21.3768918369897,93.5930440425873,153.521029543597,"SR",34.0194
1705,"1706","Capture",10,27,2012,"SR",NA,"NO","M",1.5,1.5,86,"c(611366.3425",127.715530070476,77.3643638743088,50.4386084973813,67.5227862151806,21.1709461056162,96.8215952664614,146.804637541296,81.344070000574,81.344070000574,0,49.1272723730654,3.07083665579557,24.7803401676938,50.7812045356258,"SR",39.008912
1774,"1775","Capture",11,2,2012,"BV",NA,"NO","M",1.5,1.5,71,"c(552604.3704",106.658167612957,91.6167630888521,15.041404524105,46.5047868408729,24.122847705381,32.2462724561337,84.1391997530445,110.468335270882,110.468335270882,0,95.8210786804557,6.12544896453619,29.4457347585048,60.4448615164865,"BV",32.205032
1821,"1822","Capture",11,2,2012,"BV",NA,"NO","M",1.5,1.5,63,"c(551426.4848",117.424634039053,91.452747900039,25.9718861390137,43.3543061058299,22.200179887077,36.8217159078922,88.8133459259552,99.9904957413673,99.9904957413673,0,87.6708426177501,7.42719474434853,24.8314700722694,50.0342815015465,"BV",28.576296
1872,"1873","Capture",11,2,2012,"BV",NA,"NO","M",1.5,1.5,66,"c(554726.1927",110.140013681725,91.8965759593993,18.2434377223253,56.7954576214543,23.2078258054098,40.9461217285134,106.671732191811,104.786107301712,104.786107301712,0,89.5568348034285,5.67547498783097,23.9233211278915,54.7717236937024,"BV",29.937072
1874,"1875.1","Capture",11,2,2012,"BV",NA,"NO","F",1.5,1.5,90,"c(554726.1927",110.140013681725,91.8965759593993,18.2434377223253,56.7954576214543,23.2078258054098,40.9461217285134,106.671732191811,104.786107301712,104.786107301712,0,89.5568348034285,5.67547498783097,23.9233211278915,54.7717236937024,"BV",40.82328
1951,"1952","Capture",11,2,2013,"BV",NA,"YES","F",1.5,1.5,65,"c(555868.5062",212.860665261571,155.188077621977,57.7382040386438,63.6204244196415,35.5394785553217,154.713781580329,213.079370020423,107.078615831968,95.9455680724349,11.1330477595329,49.6329082600278,16.6914411994949,26.911993346177,67.7707168521447,"BV",29.48348
1983,"1984","Capture",11,3,2012,"BV",NA,"NO","F",1.5,1.5,51,"c(557297.5972",107.078615831968,95.9455680724349,11.1330477595329,49.6329082600278,16.6914411994949,26.911993346177,67.7707168521447,130.549022912979,130.549022912979,0,114.936278359033,4.89971758518368,33.0595984645188,73.7979791508988,"BV",23.133192
1989,"1990","Capture",11,3,2012,"BV",NA,"NO","F",1.5,1.5,53,"c(557297.5972",107.078615831968,95.9455680724349,11.1330477595329,49.6329082600278,16.6914411994949,26.911993346177,67.7707168521447,130.549022912979,130.549022912979,0,114.936278359033,4.89971758518368,33.0595984645188,73.7979791508988,"BV",24.040376
2025,"2026","Capture",11,3,2012,"BV",NA,"NO","M",1.5,1.5,79,"c(556986.6146",106.56340055191,93.3986419069115,13.164758644998,58.1304671091493,18.2347962032072,36.8826384273125,93.8854421622818,123.994304895401,123.994304895401,0,107.659117825562,4.90546239190735,30.1418552398682,66.4510412963573,"BV",35.833768
2027,"2028","Capture",11,3,2012,"BV",NA,"NO","M",1.5,1.5,64,"c(556986.6146",106.56340055191,93.3986419069115,13.164758644998,58.1304671091493,18.2347962032072,36.8826384273125,93.8854421622818,123.994304895401,123.994304895401,0,107.659117825562,4.90546239190735,30.1418552398682,66.4510412963573,"BV",29.029888
2037,"2038","Capture",11,3,2012,"BV",NA,"NO","F",1.5,1.5,63,"c(555855.9868",107.078615831968,95.9455680724349,11.1330477595329,49.6329082600278,16.6914411994949,26.911993346177,67.7707168521447,130.549022912979,130.549022912979,0,114.936278359033,4.89971758518368,33.0595984645188,73.7979791508988,"BV",28.576296
2039,"2040","Capture",11,3,2012,"BV",NA,"NO","M",1.5,1.5,60,"c(557007.3939",106.56340055191,93.3986419069115,13.164758644998,58.1304671091493,18.2347962032072,36.8826384273125,93.8854421622818,123.994304895401,123.994304895401,0,107.659117825562,4.90546239190735,30.1418552398682,66.4510412963573,"BV",27.21552
2049,"2050","Capture",11,3,2012,"BV",NA,"NO","M",1.5,1.5,78,"c(556739.3903",106.150396775687,90.8525560165291,15.2978407591582,62.7857557227835,19.7850905724336,41.6028605476022,108.275448515313,113.266361951828,113.266361951828,0,97.7423376007936,5.17233003815636,26.1046140193939,59.9391241311095,"BV",35.380176
2102,"2101","Capture",11,9,2012,"ES",NA,"NO","F",1.5,1.5,77,"c(653496.3306",131.895762059255,102.102512690588,29.7932493686676,69.3626260365126,5.28654506104067,86.8760489150882,128.043947766069,157.682842800627,157.682842800627,0,126.532926991815,4.00527275167405,21.6016949554905,84.3092966900731,"ES",34.926584
2111,"2110","Capture",11,8,2013,"ES",NA,"YES","M",1.5,1.5,96,"c(652422.8587",184.388053039263,141.084169009875,43.356170810759,39.2119265682995,19.1887467429042,126.463863672223,178.468615609687,131.895762059255,102.102512690588,29.7932493686676,69.3626260365126,5.28654506104067,86.8760489150882,128.043947766069,"ES",43.544832
2116,"2117","Capture",11,9,2012,"ES",NA,"NO","M",1.5,1.5,72,"c(654135.3114",135.041122113747,109.725691983884,25.3154301298636,70.4887234475464,3.52829301543534,79.9649023488164,118.834703038097,145.600360897894,145.600360897894,0,113.516821173544,3.75374245643616,19.5836785859428,70.2630372843705,"ES",32.658624
2120,"2119","Capture",11,9,2012,"ES",NA,"NO","F",1.5,1.5,65,"c(654135.3114",135.041122113747,109.725691983884,25.3154301298636,70.4887234475464,3.52829301543534,79.9649023488164,118.834703038097,145.600360897894,145.600360897894,0,113.516821173544,3.75374245643616,19.5836785859428,70.2630372843705,"ES",29.48348
2138,"2139","Capture",11,9,2012,"ES",NA,"NO","F",1.5,1.5,70,"c(653951.9574",131.895762059255,102.102512690588,29.7932493686676,69.3626260365126,5.28654506104067,86.8760489150882,128.043947766069,157.682842800627,157.682842800627,0,126.532926991815,4.00527275167405,21.6016949554905,84.3092966900731,"ES",31.75144
2141,"2140","Capture",11,9,2012,"ES",NA,"NO","M",1.5,1.5,74,"c(653951.9574",131.895762059255,102.102512690588,29.7932493686676,69.3626260365126,5.28654506104067,86.8760489150882,128.043947766069,157.682842800627,157.682842800627,0,126.532926991815,4.00527275167405,21.6016949554905,84.3092966900731,"ES",33.565808
2152,"2153","Capture",11,9,2012,"ES",NA,"NO","F",1.5,1.5,83,"c(654986.9729",118.960281327832,101.715349585167,17.2449317426653,64.9306959069799,4.07650892413221,90.4268632307649,126.563124966822,153.364990553819,153.364990553819,0,122.53650959488,3.36313033103943,24.0324073467054,72.4204350296059,"ES",37.648136
2160.2,"2161","Capture",11,9,2012,"ES",NA,"NO","M",1.5,1.5,87,"c(654571.8476",118.960281327832,101.715349585167,17.2449317426653,64.9306959069799,4.07650892413221,90.4268632307649,126.563124966822,153.364990553819,153.364990553819,0,122.53650959488,3.36313033103943,24.0324073467054,72.4204350296059,"ES",39.462504
