"LeftTag","RightTag","DataType","Month","Day","Year","Ranch","Part","Recapture","Sex","EstAge","KnownAgeAdj","AdjWt","geometry","Ges","TrdTri","Apr","Fawn","FstMon","Sept","Lac","ranch","MassKg"
7749,"7750","Capture",10,19,2019,"ES",NA,"NO","M",0.5,0.5,47,"c(653815.6002",182.14105038179,160.66493958814,46.1099089044147,84.3448947115976,19.6952994726598,127.892706346232,173.987684808206,"ES",21.318824
7762,"7763","Capture",10,19,2019,"ES",NA,"NO","F",0.5,0.5,42.5,"c(654657.38",180.411768570542,158.993050742895,45.6384205818176,88.4992293771357,19.747776299715,124.009642227378,167.43043498724,"ES",19.27766
7765,"7766","Capture",10,19,2019,"ES",NA,"NO","F",0.5,0.5,42.5,"c(653430.157",181.406386279734,160.21429202077,45.794489059248,83.819495785574,18.4236428214354,126.35360005789,171.606682616984,"ES",19.27766
7792,"7791","Capture",10,19,2019,"ES",NA,"NO","M",0.5,0.5,42,"c(652833.053",182.14105038179,160.66493958814,46.1099089044147,84.3448947115976,19.6952994726598,127.892706346232,173.987684808206,"ES",19.050864
7800,"7801","Capture",10,20,2019,"ES",NA,"NO","M",0.5,0.5,40,"c(653671.5876",182.14105038179,160.66493958814,46.1099089044147,84.3448947115976,19.6952994726598,127.892706346232,173.987684808206,"ES",18.14368
7802,"7803","Capture",10,20,2019,"ES",NA,"NO","F",0.5,0.5,38.5,"c(653487.6223",182.14105038179,160.66493958814,46.1099089044147,84.3448947115976,19.6952994726598,127.892706346232,173.987684808206,"ES",17.463292
7819,"7820","Capture",10,20,2019,"ES",NA,"NO","F",0.5,0.5,37,"c(652639.5949",182.14105038179,160.66493958814,46.1099089044147,84.3448947115976,19.6952994726598,127.892706346232,173.987684808206,"ES",16.782904
7826,"7827","Capture",10,20,2019,"ES",NA,"NO","F",0.5,0.5,26,"c(652173.9617",181.406386279734,160.21429202077,45.794489059248,83.819495785574,18.4236428214354,126.35360005789,171.606682616984,"ES",11.793392
7840,"7841","Capture",10,20,2019,"ES",NA,"NO","M",0.5,0.5,52,"c(654027.9768",184.455678743554,162.700451391894,46.9065890252642,86.9986664133721,22.3676926257613,128.556758791126,177.633439321049,"ES",23.586784
7842,"784_","Capture",10,20,2019,"ES",NA,"NO","F",0.5,0.5,39,"c(654084.3107",184.455678743554,162.700451391894,46.9065890252642,86.9986664133721,22.3676926257613,128.556758791126,177.633439321049,"ES",17.690088
7845,"7850","Capture",10,20,2019,"ES",NA,"NO","F",0.5,0.5,35,"c(653405.402",181.406386279734,160.21429202077,45.794489059248,83.819495785574,18.4236428214354,126.35360005789,171.606682616984,"ES",15.87572
7858,"7859","Capture",10,20,2019,"ES",NA,"NO","M",0.5,0.5,40,"c(653848.0787",184.455678743554,162.700451391894,46.9065890252642,86.9986664133721,22.3676926257613,128.556758791126,177.633439321049,"ES",18.14368
7952,"7953","Capture",10,24,2020,"ES",NA,"NO","F",0.5,0.5,42,"c(654622.9935",253.99927157606,224.523911644472,29.4753599315882,314.038692887872,238.215888246894,71.6484968699515,318.699965890497,"ES",19.050864
7962,"7964","Capture",10,24,2020,"ES",NA,"NO","M",0.5,0.5,30.5,"c(653513.3259",259.483680218808,227.056849688641,32.4268305301666,327.380860237405,247.732854567468,71.9934561997651,327.556567422813,"ES",13.834556
7970,"7971","Capture",10,24,2020,"ES",NA,"NO","M",0.5,0.5,49,"c(653660.0984",259.483680218808,227.056849688641,32.4268305301666,327.380860237405,247.732854567468,71.9934561997651,327.556567422813,"ES",22.226008
7975,"7976","Capture",10,24,2020,"ES",NA,"NO","F",0.5,0.5,44,"c(653350.4611",266.784890390059,233.532381194353,33.2525091957068,340.690752491355,254.839410690591,72.496610313654,335.198381379247,"ES",19.958048
7987,"7986","Capture",10,24,2020,"ES",NA,"NO","M",0.5,0.5,50,"c(652725.5083",250.912543238941,218.397144349161,32.51539888978,313.552317555994,241.300241691992,73.5397708714009,323.201837591784,"ES",22.6796
8383,"8384","Capture",10,25,2020,"ES",NA,"NO","F",0.5,0.5,45,"c(652011.3271",250.912543238941,218.397144349161,32.51539888978,313.552317555994,241.300241691992,73.5397708714009,323.201837591784,"ES",20.41164
8387,"8388","Capture",10,25,2020,"ES",NA,"NO","F",0.5,0.5,41,"c(652949.294",250.912543238941,218.397144349161,32.51539888978,313.552317555994,241.300241691992,73.5397708714009,323.201837591784,"ES",18.597272
8413,"8414","Capture",10,25,2020,"ES",NA,"NO","F",0.5,0.5,42,"c(651898.2778",250.912543238941,218.397144349161,32.51539888978,313.552317555994,241.300241691992,73.5397708714009,323.201837591784,"ES",19.050864
8022,"8023","Capture",10,31,2020,"SR",NA,"NO","F",0.5,0.5,52,"c(612960.704",339.274343974888,326.472879089415,12.8014648854733,285.491994796321,188.561149923131,88.3173977143597,327.224004327087,"SR",23.586784
8034,"8035","Capture",10,31,2020,"SR",NA,"NO","F",0.5,0.5,37,"c(613910.8669",337.024028852582,324.46892246604,12.5551063865423,296.955232898472,196.704696099041,82.527401359228,331.215671030979,"SR",16.782904
8044,"8045","Capture",10,31,2020,"SR",NA,"NO","M",0.5,0.5,26,"c(613139.4852",337.024028852582,324.46892246604,12.5551063865423,296.955232898472,196.704696099041,82.527401359228,331.215671030979,"SR",11.793392
8050,"8051","Capture",10,31,2020,"SR",NA,"NO","F",0.5,0.5,34,"c(613095.4231",337.024028852582,324.46892246604,12.5551063865423,296.955232898472,196.704696099041,82.527401359228,331.215671030979,"SR",15.422128
8158,"8159","Capture",10,31,2020,"SR",NA,"NO","M",0.5,0.5,50,"c(612495.5392",326.293095819652,314.370202258229,11.9228935614228,278.637350285135,185.56789609202,82.3607310830848,321.332062360657,"SR",22.6796
8358,"8359","Capture",10,31,2020,"SR",NA,"NO","M",0.5,0.5,53,"c(615892.5734",345.501994132399,332.15879762113,13.3431965112686,315.233149154446,212.439617210068,89.9320269413293,354.510794418864,"SR",24.040376
8428,"8429","Capture",10,31,2020,"SR",NA,"NO","F",0.5,0.5,52,"c(615296.4085",348.990008177265,335.242274256452,13.7477339208126,319.221191260062,214.795135430992,96.7434790283442,364.917664774694,"SR",23.586784
8444,"8445","Capture",10,31,2020,"SR",NA,"NO","M",0.5,0.5,48,"c(616129.3207",348.990008177265,335.242274256452,13.7477339208126,319.221191260062,214.795135430992,96.7434790283442,364.917664774694,"SR",21.772416
8172,"8173","Capture",11,1,2020,"BV",NA,"NO","F",0.5,0.5,30,"c(555046.3166",266.600533665583,255.040101589129,11.5604320764542,238.886266697198,175.961675018072,134.558385672048,408.04927295167,"BV",13.60776
8174,"8175","Capture",11,1,2020,"BV",NA,"NO","F",0.5,0.5,39.5,"c(550702.6608",271.082167535103,257.384011997856,13.6981555372477,237.215558201075,182.109482675791,123.05171858985,397.655519154854,"BV",17.916884
8178,"8179","Capture",11,1,2020,"BV",NA,"NO","F",0.5,0.5,22,"c(555099.3206",266.600533665583,255.040101589129,11.5604320764542,238.886266697198,175.961675018072,134.558385672048,408.04927295167,"BV",9.979024
8188,"8189","Capture",11,1,2020,"BV",NA,"NO","F",0.5,0.5,47,"c(554481.0455",262.238301000558,251.283580682241,10.9547203183174,241.172087069601,177.14736347273,140.942737776786,420.657668632455,"BV",21.318824
8201,"8202","Capture",11,1,2020,"BV",NA,"NO","M",0.5,0.5,50,"c(555022.4508",257.871739729016,247.523542164534,10.3481975644827,243.43714063114,178.330169096706,147.311928174458,433.23053317063,"BV",22.6796
8227,"8228","Capture",11,1,2020,"BV",NA,"NO","M",0.5,0.5,42,"c(552138.0878",269.471398126086,257.044390927753,12.4270071983337,237.203853305429,177.47929199785,128.392783604562,402.644181415439,"BV",19.050864
8233,"8234","Capture",11,1,2020,"BV",NA,"NO","F",0.5,0.5,30,"c(552256.5106",269.471398126086,257.044390927753,12.4270071983337,237.203853305429,177.47929199785,128.392783604562,402.644181415439,"BV",13.60776
8246,"8247","Capture",11,1,2020,"BV",NA,"NO","M",0.5,0.5,24.5,"c(551380.8507",271.082167535103,257.384011997856,13.6981555372477,237.215558201075,182.109482675791,123.05171858985,397.655519154854,"BV",11.113004
8303,"8304","Capture",11,1,2020,"BV",NA,"NO","M",0.5,0.5,30,"c(551342.9426",271.082167535103,257.384011997856,13.6981555372477,237.215558201075,182.109482675791,123.05171858985,397.655519154854,"BV",13.60776
8310,"8311","Capture",11,1,2020,"BV",NA,"NO","M",0.5,0.5,46,"c(550990.9394",271.082167535103,257.384011997856,13.6981555372477,237.215558201075,182.109482675791,123.05171858985,397.655519154854,"BV",20.865232
8312,"8313","Capture",11,1,2020,"BV",NA,"NO","M",0.5,0.5,40,"c(550702.6608",271.082167535103,257.384011997856,13.6981555372477,237.215558201075,182.109482675791,123.05171858985,397.655519154854,"BV",18.14368
8316,"8317","Capture",11,1,2020,"BV",NA,"NO","M",0.5,0.5,34,"c(550689.9523",269.087504734867,255.856194367283,13.2313103675842,240.60096725449,181.307849105448,128.230441636872,406.909019056242,"BV",15.422128
8319,"8320","Capture",11,1,2020,"BV",NA,"NO","M",0.5,0.5,43,"c(550946.6744",271.082167535103,257.384011997856,13.6981555372477,237.215558201075,182.109482675791,123.05171858985,397.655519154854,"BV",19.504456
8453,"8684","Capture",10,24,2021,"ES",NA,"NO","F",0.5,0.5,38,"c(654103.7338",607.468696262047,527.926530498487,28.5999326779274,324.405547626853,33.6904903799295,113.100168896839,286.036888020184,"ES",17.236496
8460,"8459","Capture",10,24,2021,"ES",NA,"NO","F",0.5,0.5,39,"c(653572.4497",607.468696262047,527.926530498487,28.5999326779274,324.405547626853,33.6904903799295,113.100168896839,286.036888020184,"ES",17.690088
8464,"8465","Capture",10,24,2021,"ES",NA,"NO","M",0.5,0.5,75,"c(653572.5103",607.468696262047,527.926530498487,28.5999326779274,324.405547626853,33.6904903799295,113.100168896839,286.036888020184,"ES",34.0194
8476,"8477","Capture",10,23,2021,"ES",NA,"NO","F",0.5,0.5,40,"c(653363.0118",605.982287308841,540.788290409313,28.6432519153458,329.471757914172,39.3956546001136,112.406014684631,275.708372383597,"ES",18.14368
8482,"8483","Capture",10,23,2021,"ES",NA,"NO","F",0.5,0.5,38,"c(652600.9196",605.982287308841,540.788290409313,28.6432519153458,329.471757914172,39.3956546001136,112.406014684631,275.708372383597,"ES",17.236496
8486,"8487","Capture",10,23,2021,"ES",NA,"NO","F",0.5,0.5,38,"c(652536.4791",605.982287308841,540.788290409313,28.6432519153458,329.471757914172,39.3956546001136,112.406014684631,275.708372383597,"ES",17.236496
8504,"8505","Capture",10,24,2021,"ES",NA,"NO","M",0.5,0.5,37,"c(650842.1319",611.222158810495,531.577318692718,28.1147174445068,357.084553392604,54.6944170445204,121.793557544836,309.162644761221,"ES",16.782904
8713,"8714","Capture",10,23,2021,"ES",NA,"NO","F",0.5,0.5,40,"c(651519.3594",616.010675516911,551.672557137907,29.3086162423715,369.976401418739,67.6707095208694,114.291875978117,306.93615250785,"ES",18.14368
8972,"9000","Capture",10,24,2021,"ES",NA,"NO","M",0.5,0.5,47,"c(654444.5777",606.030562144471,544.962111008121,28.5148776989664,311.823879948235,30.6673867234494,100.24738507811,253.896929415612,"ES",21.318824
9042,"9043","Capture",10,24,2021,"ES",NA,"NO","M",0.5,0.5,44,"c(654541.9507",606.030562144471,544.962111008121,28.5148776989664,311.823879948235,30.6673867234494,100.24738507811,253.896929415612,"ES",19.958048
9047,"9048","Capture",10,23,2021,"ES",NA,"NO","M",0.5,0.5,37,"c(652434.1023",601.145991895814,541.937064845115,29.1401319154538,332.604700007607,45.2467836860015,109.482922186204,273.434030463942,"ES",16.782904
8473,"8526","Capture",10,30,2021,"SR",NA,"NO","M",0.5,0.5,40,"c(615296.5377",646.154095500708,569.783494859934,35.8178898096084,222.401158438995,59.2926565147937,123.149242207408,237.977396413684,"SR",18.14368
8779,"8780","Capture",10,30,2021,"SR",NA,"NO","M",0.5,0.5,54,"c(613852.1368",634.046695685014,560.930108293891,34.6410249080509,220.684249408892,53.2160785425221,125.142491094768,232.322740943753,"SR",24.493968
8789,"8790","Capture",10,30,2021,"SR",NA,"NO","M",0.5,0.5,48,"c(612793.6981",613.838915174827,543.84738005884,33.1318074129522,220.641397307409,52.4062517515995,129.328607574105,236.165815675791,"SR",21.772416
8791,"8792","Capture",10,31,2021,"BV",NA,"NO","M",0.5,0.5,46,"c(553716.4016",432.018299791985,413.817228827649,3.01913875341416,181.06891612736,56.264542080713,26.9997383281589,123.260978038208,"BV",20.865232
8793,"8794","Capture",10,31,2021,"BV",NA,"NO","M",0.5,0.5,37,"c(553618.5035",435.751389426179,418.555362728424,2.81106485426426,170.948339951981,50.2833907984313,26.1289084330201,109.29959707224,"BV",16.782904
8795,"8796","Capture",10,31,2021,"BV",NA,"NO","F",0.5,0.5,28,"c(554053.1173",432.018299791985,413.817228827649,3.01913875341416,181.06891612736,56.264542080713,26.9997383281589,123.260978038208,"BV",12.700576
8797,"8798","Capture",10,31,2021,"BV",NA,"NO","M",0.5,0.5,29,"c(553847.3373",441.963912003383,424.159586586698,2.7059264332056,187.2074447181,58.5264969033233,29.8060978055,137.843470851942,"BV",13.154168
8799,"8800","Capture",10,31,2021,"BV",NA,"NO","M",0.5,0.5,78,"c(553206.24",447.209509933397,430.250979790493,2.51260741055012,177.640697293129,52.7111041006865,29.0258285701275,122.233091276255,"BV",35.380176
8812,"8813","Capture",10,31,2021,"BV",NA,"NO","F",0.5,0.5,55,"c(550743.3152",432.846986580058,415.58821063058,3.21813166141511,162.199327395181,44.549897544086,24.0925086811185,86.553103426937,"BV",24.94756
8814,"8815","Capture",10,31,2021,"BV",NA,"NO","M",0.5,0.5,36,"c(551070.5472",432.846986580058,415.58821063058,3.21813166141511,162.199327395181,44.549897544086,24.0925086811185,86.553103426937,"BV",16.329312
8816,"8817","Capture",10,31,2021,"BV",NA,"NO","F",0.5,0.5,42,"c(550778.1637",432.846986580058,415.58821063058,3.21813166141511,162.199327395181,44.549897544086,24.0925086811185,86.553103426937,"BV",19.050864
8831,"8832","Capture",10,31,2021,"BV",NA,"NO","M",0.5,0.5,44,"c(551280.9675",442.837639908277,426.042202691519,2.75816464424133,159.01013781529,42.8954973559012,24.957330275327,92.2878200125997,"BV",19.958048
8846,"8847","Capture",10,31,2021,"BV",NA,"NO","F",0.5,0.5,46,"c(553795.4175",432.018299791985,413.817228827649,3.01913875341416,181.06891612736,56.264542080713,26.9997383281589,123.260978038208,"BV",20.865232
9176,"9177","Capture",10,31,2021,"BV",NA,"NO","F",0.5,0.5,43,"c(550927.5687",442.837639908277,426.042202691519,2.75816464424133,159.01013781529,42.8954973559012,24.957330275327,92.2878200125997,"BV",19.504456
9185,"9186","Capture",10,31,2021,"BV",NA,"NO","M",0.5,0.5,30,"c(551508.2309",442.837639908277,426.042202691519,2.75816464424133,159.01013781529,42.8954973559012,24.957330275327,92.2878200125997,"BV",13.60776
9198,"9199","Capture",10,31,2021,"BV",NA,"NO","F",0.5,0.5,30.5,"c(552759.1701",435.751389426179,418.555362728424,2.81106485426426,170.948339951981,50.2833907984313,26.1289084330201,109.29959707224,"BV",13.834556
9751,"9752","Capture",10,16,2022,"ES",NA,"NO","F",0.5,0.5,43,"c(654554.7623",107.32800179068,69.8102987939492,37.5177029967308,62.2640277214814,7.41332814679481,96.5336677340674,197.60108537757,"ES",19.504456
9757,"9758","Capture",10,16,2022,"ES",NA,"NO","F",0.5,0.5,43,"c(653631.6675",115.846535033896,78.0981053435243,37.7484296903713,72.2155366596816,15.8769170174892,108.817065598559,217.575291842902,"ES",19.504456
9761,"9762","Capture",10,16,2022,"ES",NA,"NO","F",0.5,0.5,45,"c(653652.798",116.287801947608,75.2419743982027,41.0458275494057,67.3099295827851,13.4991752202186,101.044575097039,206.528756888438,"ES",20.41164
9765,"9766","Capture",10,16,2022,"ES",NA,"NO","M",0.5,0.5,77,"c(652899.3324",116.287801947608,75.2419743982027,41.0458275494057,67.3099295827851,13.4991752202186,101.044575097039,206.528756888438,"ES",34.926584
9772,"9773","Capture",10,16,2022,"ES",NA,"NO","F",0.5,0.5,37,"c(652096.5032",118.305486032654,73.4234907533973,44.8819952792568,66.3484414934742,10.8362223585718,93.1756078368053,198.341935865474,"ES",16.782904
9782,"9783","Capture",10,16,2022,"ES",NA,"NO","M",0.5,0.5,47,"c(652952.1383",118.264489572844,82.7577821061714,35.5067074666731,84.05838024689,17.6907464815595,116.404687750386,233.643825800653,"ES",21.318824
9786,"9787","Capture",10,16,2022,"ES",NA,"NO","M",0.5,0.5,46,"c(652579.7979",118.264489572844,82.7577821061714,35.5067074666731,84.05838024689,17.6907464815595,116.404687750386,233.643825800653,"ES",20.865232
9799,"9800","Capture",10,16,2022,"ES",NA,"NO","F",0.5,0.5,37,"c(651807.1249",118.305486032654,73.4234907533973,44.8819952792568,66.3484414934742,10.8362223585718,93.1756078368053,198.341935865474,"ES",16.782904
9809,"9810","Capture",10,15,2022,"ES",NA,"NO","F",0.5,0.5,33,"c(652616.0547",118.305486032654,73.4234907533973,44.8819952792568,66.3484414934742,10.8362223585718,93.1756078368053,198.341935865474,"ES",14.968536
9826,"9827","Capture",10,16,2022,"ES",NA,"NO","M",0.5,0.5,41,"c(654197.8661",107.445950184949,72.4740118654445,34.9719383195042,68.6653367978142,9.24446183256805,100.500988714397,206.180903548069,"ES",18.597272
9832,"9833","Capture",10,15,2022,"ES",NA,"NO","M",0.5,0.5,78,"c(653962.6988",116.287801947608,75.2419743982027,41.0458275494057,67.3099295827851,13.4991752202186,101.044575097039,206.528756888438,"ES",35.380176
10193,"10195","Capture",10,22,2022,"SR",NA,"NO","F",0.5,0.5,53,"c(616511.266",111.040626149721,72.2825798328266,38.7580463168943,220.615715079199,16.8953118615464,89.2563422766689,338.380584440005,"SR",24.040376
10249,"10250","Capture",10,22,2022,"SR",NA,"NO","F",0.5,0.5,42,"c(614617.1209",127.643052738145,92.864172703572,34.7635569758713,205.181577169711,15.7295882280268,73.5993424272019,300.446268224532,"SR",19.050864
10359,"10360","Capture",10,23,2022,"BV",NA,"NO","M",0.5,0.5,64,"c(554278.8517",136.904473889859,53.4273638913947,83.4771099984646,190.807851150872,12.6822400577366,97.8742056991613,343.39459633056,"BV",29.029888
10438,"10439","Capture",10,23,2022,"BV",NA,"NO","F",0.5,0.5,30,"c(550946.085",149.235417289077,63.6847461735597,85.5506711155177,196.258141807339,16.547043865954,112.702647137456,354.522728132259,"BV",13.60776
